char,"[32, 16, 8, 4, 2]","[32, 16, 8, 4]","[32, 16, 8]","[32, 16]",[32]
rmax1_21d,0.00653362089376941,0.009821102725425135,0.00967121744240984,0.008393699460491177,0.018021057776607563
rmax5_21d,0.1570368893581744,0.10013458754137616,0.11432425072084129,0.11882698857359486,0.18024541072595213
rmax5_rvol_21d,0.05727335148932866,0.09950159276086623,0.09897431720872873,0.10206995502299776,0.0996486305776969
rskew_21d,0.027730568531040944,0.03509731062187171,0.036305076787215285,0.04185590739987077,0.04142514586521173
rvol_21d,0.38518579235361017,0.32034051643577044,0.33501007909391944,0.36080486503561815,0.2950524625345068
sale_bev,0.04084160817324545,0.05408342130510846,0.056377095082126516,0.06166003899235761,0.05633756710142279
sale_emp_gr1,0.013898216531998742,0.01831043181483949,0.018692040611945515,0.019473285725524647,0.019711789359938336
sale_gr1,0.020724762168690347,0.031344780797219585,0.029410927624830663,0.029285581845378772,0.029115076013752628
sale_gr3,0.02656324699530188,0.033526396915100065,0.03325082202069751,0.036280099719029124,0.03365928930190165
sale_me,0.17489047299481797,0.2317807479908467,0.2357798987149735,0.25632049859625994,0.27143909297452495
saleq_gr1,0.023987903156381662,0.030569514615017113,0.03193325535518454,0.033294757962984534,0.03233718542946207
saleq_su,0.02749882559905359,0.03877123397673188,0.03669965098245598,0.03857240678068763,0.03325003414283856
seas_1_1an,0.015569186051706652,0.024719822563824323,0.026043485829355006,0.026288432122171912,0.026845275304609117
seas_1_1na,0.047429677965105554,0.0980199940150257,0.10051196478199387,0.10027510495751102,0.08795972762699478
seas_11_15an,0.012427824636084495,0.015959029564733385,0.01591477009044695,0.017492095105666294,0.016063367739377554
seas_11_15na,0.01949998464450431,0.02324083684494127,0.023939206614976172,0.023546056068170174,0.02045638758029611
seas_16_20an,0.009388432379701328,0.012291256128996508,0.012546686216602154,0.01377958385420186,0.012389394099010076
seas_16_20na,0.015195314638930313,0.01733620447560469,0.017722206760332426,0.01832838902456757,0.015555215603960448
seas_2_5an,0.015702077331511077,0.027207116558784605,0.027425541370874384,0.027003031267909705,0.02497657057769942
seas_2_5na,0.0537596344395439,0.08632436283566847,0.08519001106722612,0.0860954738660169,0.07823266883387703
seas_6_10an,0.014653202482193706,0.019302262302105078,0.020982957344756414,0.020763987541513984,0.01803780440742031
seas_6_10na,0.02524279933646767,0.031975135969787516,0.031948352400043234,0.033420354989047496,0.028906126181752256
sti_gr1a,0.01848476432081725,0.024855364621615195,0.024871968665166833,0.025442585651504146,0.022860607427219293
taccruals_at,0.02923840147090573,0.03219656719349473,0.03501129096540723,0.0379873832505595,0.046267651377966956
taccruals_ni,0.036255352607319935,0.04164092167813038,0.04427527964706002,0.04730711936710463,0.055714201326289015
tangibility,0.04681293144074772,0.04948573082972274,0.05116293454113929,0.05343581859017377,0.050358016173433384
tax_gr1a,0.01949349918199772,0.026257483583762564,0.025054482823613,0.02712106376340273,0.025824102205099564
turnover_126d,0.04586164164021511,0.10299558878433857,0.10499478693352415,0.11100262856218279,0.11872449741069602
turnover_var_126d,0.015661201712575235,0.08162488074935936,0.08899216588508096,0.09606146194354892,0.09118989197041572
z_score,0.03258519901361012,0.039856371835256255,0.04238613517802037,0.04277935988596937,0.04702611286199243
zero_trades_126d,0.05275971664657675,0.08170709121854713,0.07865586907495725,0.08064995651098883,0.08630907071309224
zero_trades_21d,0.18880790855402552,0.18856113924567808,0.19660442592856242,0.1922221931165069,0.19791647467766182
zero_trades_252d,0.04013408745075964,0.09990290528363488,0.09673036179265182,0.10222860193839978,0.10938558304687263
