,[32],"[32, 16]","[32, 16, 8]","[32, 16, 8, 4]","[32, 16, 8, 4, 2]"
hnn,0.5862464060604943,0.5866119780563217,0.5887479914225269,0.5871464689601597,0.5583828886176486
hnn_top,0.892983223923406,0.9028046701212226,0.9040337874446358,0.8991599902048455,0.8828104530646761
hnn_bottom,0.31589439845868766,0.31684998844119994,0.3191720012176327,0.3206908320504785,0.3121579412154501
